turbine_id,valid_time,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,temperature_2m_previous_day1,temperature_2m_previous_day2
turbine_1,2026-02-11 18:00:00+00:00,5.43,8.14,9.45,12.91,1.1,1.8
turbine_1,2026-02-11 19:00:00+00:00,6.08,7.6,10.48,12.83,1.3,2.2
turbine_1,2026-02-11 20:00:00+00:00,7.47,6.78,12.53,12.08,1.3,1.7
turbine_1,2026-02-11 21:00:00+00:00,6.93,7.48,11.85,12.22,1.0,0.8
turbine_1,2026-02-11 22:00:00+00:00,6.36,7.16,10.16,11.38,1.0,0.8
turbine_1,2026-02-11 23:00:00+00:00,4.92,5.7,7.34,10.12,1.2,0.9
turbine_1,2026-02-12 00:00:00+00:00,3.4,6.22,5.6,9.65,0.5,1.2
turbine_1,2026-02-12 01:00:00+00:00,3.67,5.87,5.94,9.1,0.7,0.9
turbine_1,2026-02-12 02:00:00+00:00,2.59,5.41,4.78,9.46,0.7,1.1
turbine_1,2026-02-12 03:00:00+00:00,2.73,5.2,4.02,8.83,1.0,0.5
turbine_1,2026-02-12 04:00:00+00:00,1.32,4.43,2.0,7.4,1.4,0.8
turbine_1,2026-02-12 05:00:00+00:00,1.03,4.63,1.25,7.03,1.7,1.4
turbine_1,2026-02-12 06:00:00+00:00,3.74,3.01,3.55,4.79,3.3,2.4
turbine_1,2026-02-12 07:00:00+00:00,4.36,3.04,4.66,4.74,3.8,2.7
turbine_1,2026-02-12 08:00:00+00:00,5.14,2.63,6.12,4.41,3.8,3.2
turbine_1,2026-02-12 09:00:00+00:00,5.88,2.35,7.35,3.6,4.5,3.3
turbine_1,2026-02-12 10:00:00+00:00,5.88,2.24,7.91,3.1,4.8,3.0
turbine_1,2026-02-12 11:00:00+00:00,6.41,2.1,8.25,3.21,3.8,2.4
turbine_1,2026-02-12 12:00:00+00:00,2.25,2.82,2.56,4.9,2.6,2.2
turbine_1,2026-02-12 13:00:00+00:00,2.35,4.56,4.69,6.82,1.1,1.6
turbine_1,2026-02-12 14:00:00+00:00,3.29,4.11,6.71,7.53,1.1,1.1
turbine_1,2026-02-12 15:00:00+00:00,2.7,4.66,5.02,7.89,1.1,0.8
turbine_1,2026-02-12 16:00:00+00:00,3.26,4.43,5.14,6.89,0.8,0.4
turbine_1,2026-02-12 17:00:00+00:00,2.91,3.86,4.9,6.26,0.8,0.2
turbine_1,2026-02-12 18:00:00+00:00,1.3,2.61,2.81,4.37,0.2,0.5
turbine_1,2026-02-12 19:00:00+00:00,0.95,2.72,2.2,4.46,-0.6,0.2
turbine_1,2026-02-12 20:00:00+00:00,0.58,1.81,1.1,3.23,-0.8,-0.3
turbine_1,2026-02-12 21:00:00+00:00,1.3,0.95,0.85,1.94,-1.1,-0.1
turbine_1,2026-02-12 22:00:00+00:00,2.26,1.71,2.36,1.77,-0.8,-0.3
turbine_1,2026-02-12 23:00:00+00:00,2.34,1.49,2.92,0.89,-0.8,-0.6
turbine_1,2026-02-13 00:00:00+00:00,2.78,1.3,3.02,1.1,-0.1,0.1
turbine_1,2026-02-13 01:00:00+00:00,3.32,1.33,4.08,1.21,0.3,0.1
turbine_1,2026-02-13 02:00:00+00:00,3.28,1.8,4.4,1.91,0.5,0.3
turbine_1,2026-02-13 03:00:00+00:00,2.16,2.82,3.47,2.92,0.8,0.8
turbine_1,2026-02-13 04:00:00+00:00,2.27,3.55,3.28,4.3,1.1,1.2
turbine_1,2026-02-13 05:00:00+00:00,2.3,3.4,2.47,5.01,1.4,1.6
turbine_1,2026-02-13 06:00:00+00:00,2.33,2.79,1.7,4.4,2.4,2.3
turbine_1,2026-02-13 07:00:00+00:00,1.3,2.47,0.85,3.86,1.9,2.4
turbine_1,2026-02-13 08:00:00+00:00,1.28,2.5,0.82,3.61,1.8,2.4
turbine_1,2026-02-13 09:00:00+00:00,1.2,1.63,1.7,2.66,1.6,2.4
turbine_1,2026-02-13 10:00:00+00:00,0.1,0.81,1.0,1.06,1.8,2.4
turbine_1,2026-02-13 11:00:00+00:00,0.63,0.36,0.32,0.22,2.1,2.4
turbine_1,2026-02-13 12:00:00+00:00,1.6,0.51,2.26,0.36,2.2,2.4
turbine_1,2026-02-13 13:00:00+00:00,2.09,1.1,3.55,1.25,2.0,2.3
turbine_1,2026-02-13 14:00:00+00:00,2.96,1.03,5.33,1.0,1.5,2.2
turbine_1,2026-02-13 15:00:00+00:00,3.89,1.27,6.43,1.34,1.3,2.3
turbine_1,2026-02-13 16:00:00+00:00,5.22,2.38,7.8,2.77,1.4,2.4
turbine_1,2026-02-13 17:00:00+00:00,5.06,3.41,8.72,5.31,1.5,2.5
turbine_1,2026-02-13 18:00:00+00:00,5.23,4.37,10.29,8.04,0.9,1.1
turbine_1,2026-02-13 19:00:00+00:00,5.35,5.01,12.22,9.27,1.0,1.1
turbine_1,2026-02-13 20:00:00+00:00,5.15,5.14,12.89,10.73,0.7,1.0
turbine_1,2026-02-13 21:00:00+00:00,4.68,5.19,11.57,11.64,0.4,0.8
turbine_1,2026-02-13 22:00:00+00:00,4.3,4.74,10.72,11.96,0.6,1.0
turbine_1,2026-02-13 23:00:00+00:00,4.55,4.66,10.85,11.95,0.8,1.0
turbine_1,2026-02-14 00:00:00+00:00,4.35,4.68,10.2,11.12,0.8,0.9
turbine_1,2026-02-14 01:00:00+00:00,3.98,4.62,9.55,11.28,0.4,1.0
turbine_1,2026-02-14 02:00:00+00:00,3.13,4.05,8.77,10.51,0.1,0.5
turbine_1,2026-02-14 03:00:00+00:00,3.85,5.02,8.8,10.6,1.5,1.5
turbine_1,2026-02-14 04:00:00+00:00,4.11,5.98,8.68,11.29,3.4,2.9
turbine_1,2026-02-14 05:00:00+00:00,5.47,5.28,9.31,11.2,4.4,4.3
turbine_1,2026-02-14 06:00:00+00:00,6.16,6.41,9.62,10.81,5.3,5.3
turbine_1,2026-02-14 07:00:00+00:00,5.44,5.91,8.93,10.73,6.3,6.8
turbine_1,2026-02-14 08:00:00+00:00,3.64,5.09,7.16,10.67,7.3,7.5
turbine_1,2026-02-14 09:00:00+00:00,1.22,2.63,4.2,9.1,7.2,7.3
turbine_1,2026-02-14 10:00:00+00:00,1.97,3.52,4.75,9.68,6.4,7.0
turbine_1,2026-02-14 11:00:00+00:00,1.12,2.9,3.77,8.43,5.9,6.5
turbine_1,2026-02-14 12:00:00+00:00,1.66,2.69,4.38,6.17,4.6,4.5
turbine_1,2026-02-14 13:00:00+00:00,0.28,1.43,3.11,4.94,2.7,2.9
turbine_1,2026-02-14 14:00:00+00:00,1.68,1.43,0.95,3.11,2.2,2.0
turbine_1,2026-02-14 15:00:00+00:00,1.91,3.05,0.82,0.5,1.7,1.7
turbine_1,2026-02-14 16:00:00+00:00,2.06,4.09,1.49,6.84,1.6,0.9
turbine_1,2026-02-14 17:00:00+00:00,1.1,2.86,2.05,5.95,1.4,1.0
turbine_1,2026-02-14 18:00:00+00:00,1.71,2.22,4.94,2.86,1.8,1.0
turbine_1,2026-02-14 19:00:00+00:00,1.63,0.89,3.83,2.0,1.2,1.7
turbine_1,2026-02-14 20:00:00+00:00,1.49,0.28,3.86,1.26,1.4,1.9
turbine_1,2026-02-14 21:00:00+00:00,0.41,1.0,3.49,1.7,1.7,1.8
turbine_1,2026-02-14 22:00:00+00:00,2.9,1.03,5.85,1.24,2.2,1.9
turbine_1,2026-02-14 23:00:00+00:00,2.69,2.09,6.24,1.81,2.1,2.4
turbine_1,2026-02-15 00:00:00+00:00,3.31,2.2,6.86,2.64,1.5,3.5
turbine_1,2026-02-15 01:00:00+00:00,3.92,2.15,8.81,3.28,0.6,2.9
turbine_1,2026-02-15 02:00:00+00:00,3.55,2.92,9.21,5.15,0.5,3.1
turbine_1,2026-02-15 03:00:00+00:00,3.8,3.2,8.86,5.99,1.6,3.2
turbine_1,2026-02-15 04:00:00+00:00,5.91,4.34,10.73,6.89,3.4,4.4
turbine_1,2026-02-15 05:00:00+00:00,6.4,5.87,11.89,8.38,4.9,5.3
turbine_1,2026-02-15 06:00:00+00:00,7.08,6.86,13.44,10.76,6.1,6.3
turbine_1,2026-02-15 07:00:00+00:00,6.48,7.03,13.39,12.08,6.8,7.1
turbine_1,2026-02-15 08:00:00+00:00,6.1,6.53,13.17,12.64,7.1,7.9
turbine_1,2026-02-15 09:00:00+00:00,5.89,5.6,13.03,12.81,7.2,8.4
turbine_1,2026-02-15 10:00:00+00:00,5.77,4.95,12.93,12.38,7.1,8.2
turbine_1,2026-02-15 11:00:00+00:00,5.58,4.73,12.71,12.15,6.5,7.4
turbine_1,2026-02-15 12:00:00+00:00,5.17,5.38,12.34,12.78,5.1,5.3
turbine_1,2026-02-15 13:00:00+00:00,5.0,5.19,12.59,13.09,4.3,4.0
turbine_1,2026-02-15 14:00:00+00:00,4.79,5.17,12.31,13.22,3.9,3.7
turbine_1,2026-02-15 15:00:00+00:00,4.81,5.55,12.28,13.19,3.6,3.5
turbine_1,2026-02-15 16:00:00+00:00,4.75,6.01,12.12,13.07,3.3,3.1
turbine_1,2026-02-15 17:00:00+00:00,4.87,6.2,12.04,13.28,3.1,2.9
turbine_1,2026-02-15 18:00:00+00:00,5.06,5.28,11.94,11.65,3.4,2.7
turbine_1,2026-02-15 19:00:00+00:00,5.46,5.19,11.77,11.88,3.4,2.3
turbine_1,2026-02-15 20:00:00+00:00,6.19,5.24,12.47,11.77,3.2,1.9
turbine_1,2026-02-15 21:00:00+00:00,6.59,5.37,13.17,11.8,3.2,1.6
turbine_1,2026-02-15 22:00:00+00:00,6.77,5.69,12.76,12.11,2.9,1.5
turbine_1,2026-02-15 23:00:00+00:00,7.26,5.72,12.5,11.84,2.7,1.8
turbine_1,2026-02-16 00:00:00+00:00,6.62,5.92,11.56,12.54,2.9,2.2
turbine_1,2026-02-16 01:00:00+00:00,5.83,6.33,10.96,12.11,3.1,2.1
turbine_1,2026-02-16 02:00:00+00:00,4.7,5.91,9.96,12.06,2.9,2.4
turbine_1,2026-02-16 03:00:00+00:00,4.89,5.82,9.65,12.47,3.5,2.9
turbine_1,2026-02-16 04:00:00+00:00,5.13,5.83,9.18,11.13,4.0,3.5
turbine_1,2026-02-16 05:00:00+00:00,5.49,6.9,9.5,11.67,4.5,3.8
turbine_1,2026-02-16 06:00:00+00:00,5.19,6.23,9.6,9.72,4.5,2.9
turbine_1,2026-02-16 07:00:00+00:00,5.64,5.15,9.79,9.42,4.6,3.7
turbine_1,2026-02-16 08:00:00+00:00,5.83,5.74,10.15,9.44,5.2,5.8
turbine_1,2026-02-16 09:00:00+00:00,6.72,6.58,10.69,10.75,6.0,7.2
turbine_1,2026-02-16 10:00:00+00:00,6.88,6.75,10.89,11.45,6.3,7.4
turbine_1,2026-02-16 11:00:00+00:00,7.07,7.07,11.62,12.43,6.2,6.4
turbine_1,2026-02-16 12:00:00+00:00,5.61,7.13,10.42,12.54,4.9,6.3
turbine_1,2026-02-16 13:00:00+00:00,5.32,6.96,11.05,14.47,4.3,5.0
turbine_1,2026-02-16 14:00:00+00:00,5.69,6.99,12.3,15.01,4.1,4.7
turbine_1,2026-02-16 15:00:00+00:00,5.86,6.9,12.53,14.71,4.0,4.6
turbine_1,2026-02-16 16:00:00+00:00,5.72,7.57,12.3,14.54,3.6,3.8
turbine_1,2026-02-16 17:00:00+00:00,5.73,7.75,12.84,14.09,3.4,4.3
turbine_1,2026-02-16 18:00:00+00:00,5.7,6.4,14.27,13.11,4.2,3.6
turbine_1,2026-02-16 19:00:00+00:00,5.83,6.59,14.19,13.29,4.0,3.3
turbine_1,2026-02-16 20:00:00+00:00,5.7,7.07,13.87,12.84,3.8,3.1
turbine_1,2026-02-16 21:00:00+00:00,5.03,5.69,12.61,11.55,3.7,3.7
turbine_1,2026-02-16 22:00:00+00:00,4.79,6.19,11.68,12.11,3.3,2.9
turbine_1,2026-02-16 23:00:00+00:00,4.34,5.82,10.5,11.41,3.4,3.2
turbine_1,2026-02-17 00:00:00+00:00,4.12,4.74,9.22,8.16,4.1,3.1
turbine_1,2026-02-17 01:00:00+00:00,4.03,3.92,8.68,6.54,4.0,2.5
turbine_1,2026-02-17 02:00:00+00:00,3.76,4.03,7.79,5.66,4.4,2.4
turbine_1,2026-02-17 03:00:00+00:00,2.64,3.13,7.03,5.76,4.9,2.9
turbine_1,2026-02-17 04:00:00+00:00,4.2,2.33,7.42,5.32,4.7,3.2
turbine_1,2026-02-17 05:00:00+00:00,4.99,4.05,7.05,6.99,4.0,3.3
turbine_1,2026-02-17 06:00:00+00:00,4.02,4.9,6.71,7.44,5.3,7.2
turbine_1,2026-02-17 07:00:00+00:00,3.75,5.61,6.12,7.57,5.6,7.6
turbine_1,2026-02-17 08:00:00+00:00,5.27,5.72,7.38,7.34,5.2,8.5
turbine_1,2026-02-17 09:00:00+00:00,5.81,5.08,8.28,7.09,5.9,8.8
turbine_1,2026-02-17 10:00:00+00:00,5.95,4.36,9.05,6.46,6.5,8.8
turbine_1,2026-02-17 11:00:00+00:00,6.19,4.1,9.79,6.27,6.6,8.5
turbine_1,2026-02-17 12:00:00+00:00,5.8,4.72,10.12,8.6,6.1,7.9
turbine_1,2026-02-17 13:00:00+00:00,6.28,4.66,11.59,9.14,5.8,7.4
turbine_1,2026-02-17 14:00:00+00:00,6.18,4.61,12.66,10.29,5.8,7.4
turbine_1,2026-02-17 15:00:00+00:00,5.72,4.57,13.42,11.36,6.0,7.4
turbine_1,2026-02-17 16:00:00+00:00,6.18,4.4,14.09,12.17,5.7,7.3
turbine_1,2026-02-17 17:00:00+00:00,5.19,4.62,13.24,12.57,5.9,6.2
turbine_1,2026-02-17 18:00:00+00:00,6.01,5.28,13.12,12.66,4.0,5.4
turbine_1,2026-02-17 19:00:00+00:00,6.26,4.78,13.04,12.57,3.8,4.7
turbine_1,2026-02-17 20:00:00+00:00,6.08,4.97,12.52,12.63,3.5,4.1
turbine_1,2026-02-17 21:00:00+00:00,5.55,5.64,12.74,12.85,3.4,3.8
turbine_1,2026-02-17 22:00:00+00:00,5.99,5.42,12.48,12.35,3.3,3.6
turbine_1,2026-02-17 23:00:00+00:00,5.31,5.91,11.73,12.79,3.2,3.2
turbine_1,2026-02-18 00:00:00+00:00,5.46,5.16,12.54,12.79,3.7,2.8
turbine_1,2026-02-18 01:00:00+00:00,6.04,3.83,13.35,12.35,3.4,3.1
turbine_1,2026-02-18 02:00:00+00:00,6.31,5.42,13.04,12.95,3.0,2.6
turbine_1,2026-02-18 03:00:00+00:00,6.48,4.92,13.33,12.01,4.1,4.4
turbine_1,2026-02-18 04:00:00+00:00,7.07,7.05,13.55,12.42,6.5,6.7
turbine_1,2026-02-18 05:00:00+00:00,7.65,7.92,13.87,13.64,9.0,9.4
turbine_1,2026-02-18 06:00:00+00:00,7.97,7.95,14.02,13.89,10.4,11.3
turbine_1,2026-02-18 07:00:00+00:00,7.88,7.94,14.11,13.6,11.4,12.4
turbine_1,2026-02-18 08:00:00+00:00,7.08,6.96,14.82,13.68,12.4,13.5
turbine_1,2026-02-18 09:00:00+00:00,6.71,6.52,14.4,13.64,13.1,13.6
turbine_1,2026-02-18 10:00:00+00:00,6.77,6.64,14.02,13.6,13.0,13.4
turbine_1,2026-02-18 11:00:00+00:00,6.71,6.94,13.66,13.67,12.1,12.5
turbine_1,2026-02-18 12:00:00+00:00,5.95,7.3,12.66,13.98,10.7,10.7
turbine_1,2026-02-18 13:00:00+00:00,4.65,5.41,11.04,11.94,9.3,9.4
turbine_1,2026-02-18 14:00:00+00:00,5.6,5.0,11.98,11.99,8.8,8.7
turbine_1,2026-02-18 15:00:00+00:00,4.84,4.65,12.16,11.55,8.4,8.2
turbine_1,2026-02-18 16:00:00+00:00,5.41,4.24,12.22,11.77,7.9,7.7
turbine_1,2026-02-18 17:00:00+00:00,4.34,4.4,11.92,11.77,7.5,7.1
turbine_1,2026-02-18 18:00:00+00:00,5.05,5.37,12.45,12.12,7.1,7.1
turbine_1,2026-02-18 19:00:00+00:00,4.7,4.87,12.44,12.66,6.7,6.6
turbine_1,2026-02-18 20:00:00+00:00,4.92,5.15,12.33,12.85,6.2,5.9
turbine_1,2026-02-18 21:00:00+00:00,5.12,5.11,13.01,12.42,5.9,5.4
turbine_1,2026-02-18 22:00:00+00:00,4.63,5.03,12.57,13.11,5.4,5.6
turbine_1,2026-02-18 23:00:00+00:00,4.12,4.05,12.17,12.3,5.6,5.7
turbine_1,2026-02-19 00:00:00+00:00,3.67,5.11,10.74,13.42,5.1,5.2
turbine_1,2026-02-19 01:00:00+00:00,3.4,4.3,10.39,12.28,5.3,5.3
turbine_1,2026-02-19 02:00:00+00:00,4.14,4.57,11.63,12.17,5.4,5.1
turbine_1,2026-02-19 03:00:00+00:00,3.4,3.94,10.55,11.42,7.0,6.9
turbine_1,2026-02-19 04:00:00+00:00,4.7,5.78,10.56,11.81,8.4,8.2
turbine_1,2026-02-19 05:00:00+00:00,5.48,6.46,10.11,11.09,10.3,10.4
turbine_1,2026-02-19 06:00:00+00:00,5.88,6.66,10.2,10.86,12.4,11.9
turbine_1,2026-02-19 07:00:00+00:00,5.19,5.8,9.1,9.68,14.2,13.6
turbine_1,2026-02-19 08:00:00+00:00,5.46,5.12,8.41,8.39,14.9,14.5
turbine_1,2026-02-19 09:00:00+00:00,5.48,4.96,8.04,7.56,14.8,14.9
turbine_1,2026-02-19 10:00:00+00:00,4.44,4.72,6.89,7.02,14.9,14.9
turbine_1,2026-02-19 11:00:00+00:00,4.0,4.0,6.28,6.65,14.3,14.6
turbine_1,2026-02-19 12:00:00+00:00,3.49,4.57,6.31,7.92,12.0,12.2
turbine_1,2026-02-19 13:00:00+00:00,3.67,4.02,6.94,8.59,10.4,10.6
turbine_1,2026-02-19 14:00:00+00:00,3.36,3.94,7.26,8.77,9.8,9.7
turbine_1,2026-02-19 15:00:00+00:00,2.62,2.97,6.41,8.26,10.3,9.7
turbine_1,2026-02-19 16:00:00+00:00,1.53,2.47,5.2,7.34,11.1,9.6
turbine_1,2026-02-19 17:00:00+00:00,0.85,2.82,4.98,6.99,10.1,9.7
turbine_1,2026-02-19 18:00:00+00:00,0.64,2.04,5.09,6.17,9.5,10.0
turbine_1,2026-02-19 19:00:00+00:00,0.32,1.0,2.93,4.68,8.7,9.5
turbine_1,2026-02-19 20:00:00+00:00,1.91,0.73,0.92,2.91,9.0,8.9
turbine_1,2026-02-19 21:00:00+00:00,3.0,1.17,1.57,1.84,9.6,8.8
turbine_1,2026-02-19 22:00:00+00:00,3.4,1.93,2.5,0.64,9.3,8.4
turbine_1,2026-02-19 23:00:00+00:00,3.55,3.14,3.23,2.0,8.8,8.8
turbine_1,2026-02-20 00:00:00+00:00,4.1,3.75,5.89,3.67,8.9,8.4
turbine_1,2026-02-20 01:00:00+00:00,4.1,3.56,6.55,4.39,8.9,8.1
turbine_1,2026-02-20 02:00:00+00:00,3.55,3.19,6.76,4.36,8.8,8.0
turbine_1,2026-02-20 03:00:00+00:00,3.44,2.28,6.81,3.4,9.5,9.3
turbine_1,2026-02-20 04:00:00+00:00,4.52,1.63,6.51,2.22,11.2,11.1
turbine_1,2026-02-20 05:00:00+00:00,4.22,1.27,6.28,1.34,12.7,12.4
turbine_1,2026-02-20 06:00:00+00:00,5.51,3.21,7.98,4.9,12.4,13.7
turbine_1,2026-02-20 07:00:00+00:00,5.51,2.44,7.38,3.73,13.3,14.4
turbine_1,2026-02-20 08:00:00+00:00,4.6,1.77,6.6,2.55,14.1,15.0
turbine_1,2026-02-20 09:00:00+00:00,3.8,1.5,5.6,1.2,14.3,15.4
turbine_1,2026-02-20 10:00:00+00:00,3.2,2.39,4.75,1.7,14.3,15.8
turbine_1,2026-02-20 11:00:00+00:00,2.33,5.02,3.8,5.25,13.9,15.3
turbine_1,2026-02-20 12:00:00+00:00,2.21,3.05,2.47,3.22,12.5,13.2
turbine_1,2026-02-20 13:00:00+00:00,2.06,5.86,2.3,10.33,10.6,11.7
turbine_1,2026-02-20 14:00:00+00:00,3.98,6.36,8.49,13.35,10.2,10.5
turbine_1,2026-02-20 15:00:00+00:00,5.16,6.09,11.18,14.15,9.0,9.9
turbine_1,2026-02-20 16:00:00+00:00,5.82,5.88,12.94,14.58,8.7,9.4
turbine_1,2026-02-20 17:00:00+00:00,5.78,5.63,13.89,14.13,8.6,8.7
turbine_1,2026-02-20 18:00:00+00:00,5.92,4.93,13.34,12.62,8.3,8.1
turbine_1,2026-02-20 19:00:00+00:00,5.79,4.98,13.38,12.17,7.8,7.6
turbine_1,2026-02-20 20:00:00+00:00,5.63,4.62,13.21,12.13,7.4,7.1
turbine_1,2026-02-20 21:00:00+00:00,5.16,4.11,12.79,11.3,7.1,6.8
turbine_1,2026-02-20 22:00:00+00:00,4.79,3.67,12.08,10.53,6.6,6.5
turbine_1,2026-02-20 23:00:00+00:00,4.53,3.4,11.42,10.08,6.1,6.3
turbine_1,2026-02-21 00:00:00+00:00,4.44,3.49,11.21,10.31,5.3,5.7
turbine_1,2026-02-21 01:00:00+00:00,3.89,3.22,10.78,9.71,5.3,5.8
turbine_1,2026-02-21 02:00:00+00:00,4.4,3.31,11.45,9.75,6.0,6.2
turbine_1,2026-02-21 03:00:00+00:00,4.12,3.94,10.0,9.75,7.4,7.4
turbine_1,2026-02-21 04:00:00+00:00,6.16,5.04,10.25,9.24,8.3,9.0
turbine_1,2026-02-21 05:00:00+00:00,3.86,3.28,6.95,5.86,9.4,9.9
turbine_1,2026-02-21 06:00:00+00:00,3.3,2.75,0.32,5.5,10.4,10.8
turbine_1,2026-02-21 07:00:00+00:00,12.81,8.06,17.92,6.81,10.7,11.5
turbine_1,2026-02-21 08:00:00+00:00,9.8,11.25,13.36,15.11,9.0,9.0
turbine_1,2026-02-21 09:00:00+00:00,13.06,12.21,16.54,16.45,8.7,8.4
turbine_1,2026-02-21 10:00:00+00:00,13.44,10.53,13.51,12.51,7.3,7.9
turbine_1,2026-02-21 11:00:00+00:00,9.02,9.01,12.42,10.82,7.0,7.3
turbine_1,2026-02-21 12:00:00+00:00,7.91,5.87,9.5,8.93,7.2,5.5
turbine_1,2026-02-21 13:00:00+00:00,7.37,5.95,10.79,8.42,6.2,5.7
turbine_1,2026-02-21 14:00:00+00:00,7.43,3.93,11.29,7.41,5.7,6.0
turbine_1,2026-02-21 15:00:00+00:00,6.69,4.3,9.96,8.61,6.6,6.0
turbine_1,2026-02-21 16:00:00+00:00,5.28,3.42,7.72,7.62,6.7,5.1
turbine_1,2026-02-21 17:00:00+00:00,3.64,3.29,5.92,6.6,6.7,5.2
turbine_1,2026-02-21 18:00:00+00:00,1.84,3.5,2.69,6.43,5.6,5.3
turbine_1,2026-02-21 19:00:00+00:00,1.48,3.38,2.14,6.61,4.9,5.0
turbine_1,2026-02-21 20:00:00+00:00,0.95,2.92,2.16,5.5,4.1,4.6
turbine_1,2026-02-21 21:00:00+00:00,0.73,2.45,1.8,4.18,3.4,3.8
turbine_1,2026-02-21 22:00:00+00:00,1.21,1.52,1.21,2.57,3.1,3.0
turbine_1,2026-02-21 23:00:00+00:00,1.6,0.5,1.26,0.54,3.1,2.5
turbine_1,2026-02-22 00:00:00+00:00,2.01,0.54,2.75,0.28,4.0,3.2
turbine_1,2026-02-22 01:00:00+00:00,3.08,1.21,5.57,1.3,4.3,3.4
turbine_1,2026-02-22 02:00:00+00:00,5.31,1.99,10.15,2.46,3.9,3.8
turbine_1,2026-02-22 03:00:00+00:00,5.95,2.98,11.99,4.2,4.0,5.1
turbine_1,2026-02-22 04:00:00+00:00,7.42,5.42,13.16,8.1,5.8,6.8
turbine_1,2026-02-22 05:00:00+00:00,7.96,7.47,14.2,10.54,7.2,7.3
turbine_1,2026-02-22 06:00:00+00:00,7.27,8.23,13.35,14.36,8.7,9.1
turbine_1,2026-02-22 07:00:00+00:00,7.07,7.83,13.29,13.79,10.0,10.3
turbine_1,2026-02-22 08:00:00+00:00,6.2,6.99,12.62,12.79,10.5,11.1
turbine_1,2026-02-22 09:00:00+00:00,6.2,6.46,12.43,12.45,10.6,11.3
turbine_1,2026-02-22 10:00:00+00:00,5.79,6.26,12.02,12.53,10.9,11.2
turbine_1,2026-02-22 11:00:00+00:00,5.92,5.85,12.76,12.27,10.4,10.8
turbine_1,2026-02-22 12:00:00+00:00,5.66,6.23,12.45,12.56,9.5,9.4
turbine_1,2026-02-22 13:00:00+00:00,5.58,5.43,12.58,11.77,8.0,7.9
turbine_1,2026-02-22 14:00:00+00:00,4.67,4.31,11.27,10.47,7.4,7.0
turbine_1,2026-02-22 15:00:00+00:00,3.81,3.71,10.12,9.74,7.0,6.7
turbine_1,2026-02-22 16:00:00+00:00,3.24,3.5,9.31,9.3,6.7,6.6
turbine_1,2026-02-22 17:00:00+00:00,2.83,3.41,8.46,9.35,6.3,6.4
turbine_1,2026-02-22 18:00:00+00:00,1.9,3.16,6.22,8.82,5.8,6.1
turbine_1,2026-02-22 19:00:00+00:00,2.52,2.69,6.02,8.15,5.7,5.8
turbine_1,2026-02-22 20:00:00+00:00,2.33,2.68,5.61,7.74,5.9,5.6
turbine_1,2026-02-22 21:00:00+00:00,2.73,2.42,5.64,6.98,5.7,5.5
turbine_1,2026-02-22 22:00:00+00:00,2.61,2.13,5.59,6.05,5.3,5.1
turbine_1,2026-02-22 23:00:00+00:00,3.04,1.49,5.66,5.14,4.9,4.6
turbine_1,2026-02-23 00:00:00+00:00,2.1,1.1,4.31,3.1,4.9,4.1
turbine_1,2026-02-23 01:00:00+00:00,1.3,1.13,3.37,2.3,4.6,4.3
turbine_1,2026-02-23 02:00:00+00:00,0.81,1.04,2.5,1.3,4.9,4.8
turbine_1,2026-02-23 03:00:00+00:00,0.78,1.53,1.4,0.51,6.4,6.3
turbine_1,2026-02-23 04:00:00+00:00,1.3,2.35,0.63,0.81,7.3,7.3
turbine_1,2026-02-23 05:00:00+00:00,2.73,3.3,1.4,2.91,8.4,8.5
turbine_1,2026-02-23 06:00:00+00:00,3.35,4.1,2.83,4.63,9.5,9.1
turbine_1,2026-02-23 07:00:00+00:00,4.2,6.21,5.1,8.6,10.2,9.8
turbine_1,2026-02-23 08:00:00+00:00,6.94,8.25,9.52,11.0,10.3,9.5
turbine_1,2026-02-23 09:00:00+00:00,8.91,8.63,10.9,10.8,9.6,8.6
turbine_1,2026-02-23 10:00:00+00:00,8.5,8.4,9.44,10.4,8.6,8.1
turbine_1,2026-02-23 11:00:00+00:00,8.8,8.44,10.15,10.34,7.6,7.5
turbine_1,2026-02-23 12:00:00+00:00,8.57,7.79,11.48,10.14,7.2,6.3
turbine_1,2026-02-23 13:00:00+00:00,7.79,7.55,11.02,8.5,6.1,5.2
turbine_1,2026-02-23 14:00:00+00:00,7.86,7.59,10.0,7.75,5.2,4.3
turbine_1,2026-02-23 15:00:00+00:00,7.98,7.82,9.14,9.08,4.6,3.6
turbine_1,2026-02-23 16:00:00+00:00,8.08,8.01,7.72,8.7,3.8,3.0
turbine_1,2026-02-23 17:00:00+00:00,8.25,8.06,10.02,10.55,2.5,2.0
turbine_1,2026-02-23 18:00:00+00:00,8.66,7.84,11.18,11.48,1.2,1.5
turbine_1,2026-02-23 19:00:00+00:00,8.07,8.07,11.43,12.3,0.8,1.0
turbine_1,2026-02-23 20:00:00+00:00,7.67,7.41,11.45,11.83,0.7,0.6
turbine_1,2026-02-23 21:00:00+00:00,7.07,7.07,11.56,11.59,0.5,0.5
turbine_1,2026-02-23 22:00:00+00:00,6.92,7.08,11.54,11.63,0.1,0.2
turbine_1,2026-02-23 23:00:00+00:00,6.88,6.81,11.85,11.42,0.2,0.1
turbine_1,2026-02-24 00:00:00+00:00,6.86,6.25,11.72,10.97,-0.6,-0.1
